"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"SI","2019-05-28","94.9","-2.39","5.75","Truist Park",660670,544931,,"foul",,,,,14,"Ronald Acuna singles on a sharp line drive to left fielder Juan Soto.","R","R","R","ATL","WSH","S",,,2,0,2019,"-0.9","0.76","0.99","1.99",,,,0,1,"Bot",,,,,,,10.8758492539552,-137.902174809721,-5.96380821327334,-13.7369686349388,25.5969385293307,-21.4122139951896,"3.41","1.64",,,,"95.7",2289,"6.5",567188,435559,435062,572821,543685,607208,665742,645302,594809,"54.03",,,,,,,,4,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Strategic",230,"0","-0.063",,,,"0.063",,0,0,"0.547","0.547",30,21,31,22,1,0,5,2,7,1,"1.74","0.9","0.9",
"FF","2019-05-28","93.2","2.27","5.87","Truist Park",622666,448281,,"foul",,,,,4,"Johan Camargo strikes out on a foul tip.","R","R","L","ATL","WSH","S",,,1,0,2019,"0.31","1.64","-0.52","2.87",,,,0,9,"Bot",,,,,,,-7.75066463610176,-135.44620138595,-5.400378323986,5.30641565422887,27.9439176271366,-11.4920296417267,"3.63","1.83",,,,"92.4",2225,"5.7",567188,435559,435062,572821,543685,607208,665742,645302,594809,"54.76",,,,,,,,80,2,"4-Seam Fastball",4,5,4,5,5,4,4,5,"Standard","Standard",169,"0","-0.05",,,,"0.05",,-1,-1,"0.194","0.194",32,25,33,26,1,0,4,2,4,1,"1.04","0.31","-0.31",
"SI","2019-05-19","96.4","-1.58","5.8","Truist Park",660670,605540,,"foul",,,,,8,"Ronald Acuna grounds out, shortstop Orlando Arcia to first baseman Eric Thames.","R","R","R","ATL","MIL","S",,,1,0,2019,"-0.88","0.79","-0.19","2.12",,,645277,2,8,"Bot",,,,,,,5.69482577360172,-140.395778460751,-6.11082294581449,-12.8779486817922,25.8682111985622,-20.6037660747926,"3.44","1.6",162,"66.2",22,"97.3",2116,"6.4",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.15",,,,,,,,57,2,"Sinker",2,2,2,2,2,2,2,2,"Standard","Standard",228,"0","-0.045",,,,"0.045","88.0",0,0,"0.55","0.55",26,21,26,22,4,3,5,1,7,1,"1.62","0.88","0.88",
"SL","2019-05-19","87.7","-1.79","5.82","Truist Park",452095,605540,,"foul",,,,,8,"Tyler Flowers grounds out, shortstop Orlando Arcia to first baseman Eric Thames.","R","R","R","ATL","MIL","S",,,0,0,2019,"0.21","-0.15","-0.02","1.88",,,,0,8,"Bot",,,,,,,3.82065501957268,-127.692240050043,-3.12330722962507,1.52589780152501,24.9115812915425,-33.4431419355448,"3.42","1.57",,,,"87.1",2321,"5.8",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.72",,,,,,,,54,1,"Slider",2,2,2,2,2,2,2,2,"Strategic","Standard",54,"0","-0.04",,,,"0.04",,0,0,"0.605","0.605",26,33,26,33,3,2,5,2,7,1,"3.16","-0.21","-0.21",
"FF","2019-05-19","96.4","-1.5","5.85","Truist Park",622666,605540,,"foul",,,,,6,"Johan Camargo pops out to shortstop Orlando Arcia.","R","L","R","ATL","MIL","S",,,0,0,2019,"-0.55","1","0.45","2.82",,,,2,7,"Bot",,,,,,,6.43995072695252,-140.367005058463,-4.8692586557576,-8.63907439031282,27.5264385782045,-17.9660479831738,"3.47","1.69",,,,"97.3",2173,"6.5",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.02",,,,,,,,50,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",209,"0","-0.019",,,,"0.019",,0,0,"0.52","0.52",26,25,26,26,3,2,5,1,7,1,"1.41","0.55","-0.55",
"SL","2019-05-19","88","-1.68","5.76","Truist Park",663586,605540,,"foul",,,,,12,"Austin Riley strikes out swinging.","R","R","R","ATL","MIL","S",,,1,1,2019,"0.4","0.16","0.9","2.57",,,,1,7,"Bot",,,,,,,5.39727579674229,-128.132447785367,-2.0180952469293,3.30394732183623,23.511493637596,-30.2366971528372,"3.41","1.57",5,"50.7",-32,"87.5",2316,"5.7",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.81",,,,,,,,49,3,"Slider",2,2,2,2,2,2,2,2,"Infield shift","Standard",113,"0","-0.044",,,,"0.044","88.0",0,0,"0.548","0.548",26,22,26,22,3,2,5,1,7,1,"2.82","-0.4","-0.4",
"CH","2019-05-19","85.7","-1.66","5.82","Truist Park",518692,605540,,"foul",,,,,6,"Freddie Freeman homers (11) on a fly ball to center field.","R","L","R","ATL","MIL","S",,,3,2,2019,"-0.99","0.86","0.74","2.31",,,,0,7,"Bot",,,,,,,7.72831860930941,-124.6245972848,-3.83705367777964,-11.900957966085,23.6148966634352,-22.565188458377,"3.54","1.71",,,,"86.5",1778,"6.7",567187,518735,519346,669374,519058,606115,592325,456715,592885,"53.81",,,,,,,,47,7,"Changeup",1,2,1,2,2,1,1,2,"Infield shift","Standard",229,"0","0",,,,"0",,-1,-1,"0.354","0.354",26,29,26,30,3,2,5,1,7,1,"2.2","0.99","-0.99",
"CH","2019-05-19","85.1","-1.68","5.81","Truist Park",518692,605540,,"foul",,,,,5,"Freddie Freeman homers (11) on a fly ball to center field.","R","L","R","ATL","MIL","S",,,3,2,2019,"-1.15","0.37","0.16","2.69",,,,0,7,"Bot",,,,,,,6.62562361311664,-123.83805534496,-1.74953893310481,-13.2061513470823,24.8297871354245,-28.2474697756737,"3.54","1.71",9,"88",-18,"85.2",1562,"6.4",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.15",,,,,,,,47,6,"Changeup",1,2,1,2,2,1,1,2,"Infield shift","Standard",252,"0","0",,,,"0","88.0",-1,-1,"0.354","0.354",26,29,26,30,3,2,5,1,7,1,"2.78","1.15","-1.15",
"SL","2019-05-19","85.3","-2.2","5.54","Truist Park",519058,592314,,"foul",,,,,4,"Mike Moustakas strikes out swinging.","R","L","R","ATL","MIL","S",,,3,2,2019,"0.51","0.05","-0.73","2.5",,,,2,6,"Top",,,,,,,2.41920647817134,-124.200727559322,-1.01047118617197,4.7983534397595,21.9474416748815,-31.7127908472792,"3.49","1.69",178,"66.9",43,"85",2447,"5.8",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.68",,,,,,,,38,6,"Slider",1,2,2,1,2,1,2,1,"Standard","Standard",96,"0","0",,,,"0","88.0",-1,1,"0.375","0.625",27,30,28,31,3,2,5,1,5,2,"3.11","-0.51","0.51",
"SI","2019-05-19","95.3","-1.63","5.93","Truist Park",621020,605540,,"foul",,,,,1,"Dansby Swanson flies out to center fielder Lorenzo Cain.","R","R","R","ATL","MIL","S",,,0,0,2019,"-1.12","0.75","-0.8","3.54",,,,2,6,"Bot",,,,,,,4.59993270269175,-138.904859361815,-2.41016762121095,-15.2798235871674,24.8537882008333,-22.1933970479105,"3.47","1.62",171,"75",18,"95.6",2099,"5.9",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.6",,,,,,,,41,1,"Sinker",1,2,1,2,2,1,1,2,"Standard","Standard",236,"0","-0.019",,,,"0.019","88.0",-1,-1,"0.319","0.319",26,25,26,25,3,2,5,1,7,2,"1.75","1.12","1.12",
"SI","2019-05-19","93.8","-2.1","5.63","Truist Park",605540,592314,,"foul",,,,,7,"Brandon Woodruff lines out to second baseman Ozzie Albies.","R","L","R","ATL","MIL","S",,,2,0,2019,"-1.54","0.74","-0.46","1.92",,,,2,5,"Top",,,,,,,7.53783010065049,-136.292861096679,-5.45167103813033,-20.5650774825455,28.9259820889131,-22.1146057135145,"3.61","1.74",250,"79",29,"93.2",2149,"6",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.54",,,,,,,,32,3,"Sinker",1,2,2,1,2,1,2,1,"Standard","Standard",244,"0","-0.023",,,,"0.023","88.0",-1,1,"0.396","0.604",27,26,28,26,2,1,5,5,5,2,"1.89","1.54","-1.54",
"FF","2019-05-19","98.2","-1.57","5.81","Truist Park",660670,605540,,"foul",,,,,2,"Ronald Acuna grounds out softly, third baseman Mike Moustakas to first baseman Eric Thames.","R","R","R","ATL","MIL","S",,,3,2,2019,"-0.65","0.96","-0.16","2.9",,,,2,3,"Bot",,,,,,,5.36629532161967,-142.978745887945,-4.69655787172981,-10.2480400810227,31.7570685170529,-17.9974731560088,"3.44","1.6",176,"62.6",45,"98.9",2326,"6.6",567187,518735,519346,669374,519058,606115,592325,456715,592885,"53.91",,,,,,,,20,6,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",214,"0","0",,,,"0","88.0",0,0,"0.512","0.512",26,21,26,22,2,1,5,1,7,1,"1.37","0.65","0.65",
"FF","2019-05-19","97.4","-1.48","5.96","Truist Park",660670,605540,,"foul",,,,,1,"Ronald Acuna grounds out softly, third baseman Mike Moustakas to first baseman Eric Thames.","R","R","R","ATL","MIL","S",,,3,1,2019,"-0.62","1.24","-0.64","3.14",,,,2,3,"Bot",,,,,,,3.65707722540876,-141.788569813992,-4.86284197401734,-9.12038376455135,32.889671840469,-14.6704817536383,"3.44","1.6",160,"59.4",37,"97.1",2217,"6.1",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.39",,,,,,,,20,5,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",206,"0","-0.034",,,,"0.034","88.0",0,0,"0.512","0.512",26,21,26,22,2,1,5,1,7,1,"1.18","0.62","0.62",
"SI","2019-05-19","94.6","-2.01","5.72","Truist Park",606115,592314,,"foul",,,,,13,"Orlando Arcia pops out to third baseman Austin Riley in foul territory.","R","R","R","ATL","MIL","S",,,0,1,2019,"-1.17","0.93","-0.05","1.48",,,,0,3,"Top",,,,,,,7.62642034794796,-137.526618734453,-7.44868783986289,-16.2039842602419,25.8909287235373,-19.1576631233534,"3.45","1.63",,,,"94.5",2153,"5.9",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.56",,,,,,,,15,2,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",231,"0","-0.052",,,,"0.052",,0,0,"0.5","0.5",27,24,28,25,1,0,5,1,5,2,"1.63","1.17","1.17",
"FF","2019-05-19","95.1","-2.01","5.63","Truist Park",592325,592314,,"foul",,,,,9,"Ben Gamel flies out to right fielder Nick Markakis.","R","L","R","ATL","MIL","S",,,2,0,2019,"-0.61","1.09","0.56","1.7",,,,2,2,"Top",,,,,,,8.14656406850436,-138.202770756581,-7.1977478290657,-9.51553598096789,27.8883243652478,-16.6884010610529,"3.32","1.51",239,"104.9",14,"95.8",2171,"6.5",567187,452095,518692,645277,663586,621020,622666,660670,455976,"53.96",,,,,,,,11,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",209,"0","-0.023",,,,"0.023","104.9",0,0,"0.54","0.46",27,27,28,27,1,0,5,2,5,2,"1.4","0.61","-0.61",
"SL","2019-05-19","85.8","-2.33","5.49","Truist Park",669374,592314,,"foul",,,,,1,"Keston Hiura strikes out swinging.","R","R","R","ATL","MIL","S",,,1,1,2019,"0.12","0.66","-0.38","2.92",,,,1,2,"Top",,,,,,,4.34633293701276,-124.925623322575,-1.22242961130714,0.455497921007079,21.2203888886533,-25.3190922014339,"3.33","1.56",131,"85.5",82,"85.5",2479,"5.7",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.79",,,,,,,,10,3,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",170,"0","-0.044",,,,"0.044","88.0",0,0,"0.523","0.477",27,22,28,23,1,0,5,1,5,2,"2.47","-0.12","-0.12",
"FF","2019-05-19","95.3","-1.27","5.33","Truist Park",669374,657097,,"foul",,,,,4,"Keston Hiura flies out to center fielder Ronald Acuna.","R","R","R","ATL","MIL","S",,,2,1,2019,"-1.5","1.41","-0.29","2.34",518735,,519346,1,9,"Top",,,,,,,5.80163963066123,-138.553736280846,-5.25832527894148,-20.196675871801,30.233790912513,-13.4346023989882,"3.33","1.56",163,"76.5",19,"94.4",2471,"5.8",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.73",,,,,,,,61,4,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",227,"0","-0.141",,,,"0.141","88.0",0,0,"0.319","0.681",25,22,26,23,1,3,1,1,2,2,"1.15","1.5","1.5",
"SL","2019-05-19","80","-1.34","5.39","Truist Park",669374,657097,,"foul",,,,,2,"Keston Hiura flies out to center fielder Ronald Acuna.","R","R","R","ATL","MIL","S",,,1,0,2019,"0.47","-0.68","0.26","2.8",518735,,519346,1,9,"Top",,,,,,,2.6380156043101,-116.389123707055,2.14931998627124,3.67681926323343,20.0085132409747,-38.8499265637369,"3.33","1.56",299,"89.3",44,"79.1",2454,"5.5",567187,452095,518692,645277,663586,621020,622666,660670,455976,"55",,,,,,,,61,2,"Slider",2,2,2,2,2,2,2,2,"Standard","Standard",34,"0","-0.088",,,,"0.088","89.3",0,0,"0.319","0.681",25,22,26,23,1,3,1,1,2,2,"4.33","-0.47","-0.47",
"FF","2019-05-19","86.9","2.62","5.19","Truist Park",592325,460283,,"foul",,,,,5,"Ben Gamel singles on a line drive to center fielder Ronald Acuna.   Keston Hiura to 2nd.","R","L","L","ATL","MIL","S",,,1,0,2019,"0.53","1.16","-0.05","2.69",,,669374,2,7,"Top",,,,,,,-7.49663159441339,-126.392052183889,-2.20384761894171,7.08635995832851,23.474981744105,-19.4763733288864,"3.32","1.51",,,,"87.3",1997,"6.4",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.13",,,,,,,,45,2,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",156,"0","-0.045",,,,"0.045",,-1,1,"0.328","0.672",35,27,36,27,1,2,12,2,2,2,"1.84","0.53","0.53",
"FS","2019-05-19","85.8","-1.87","5.21","Truist Park",592885,657053,,"foul",,,,,4,"Christian Yelich strikes out swinging.","R","L","R","ATL","MIL","S",,,2,1,2019,"-0.82","0.29","-0.3","2.4",,,,2,8,"Top",,,,,,,5.44283716313828,-124.832367808755,-0.958037639453594,-9.79198696795797,26.9241430855945,-29.104411615554,"3.32","1.67",15,"76.3",-10,"86",1614,"6.6",567187,452095,518692,645277,663586,621020,622666,660670,455976,"53.9",,,,,,,,53,4,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",250,"0","-0.033",,,,"0.033","88.0",0,0,"0.58","0.42",23,27,23,28,1,3,3,1,2,5,"2.8","0.82","-0.82",
"SI","2019-05-19","94.2","3.3","5.13","Truist Park",663586,623352,,"foul",,,,,5,"Austin Riley strikes out swinging.","R","R","L","ATL","MIL","S",,,0,0,2019,"0.97","1.33","0.1","2.31",,,,0,10,"Bot",,,,,,,-10.5334009498701,-136.875331635957,-4.61608646246854,14.5991238383259,29.0271531793426,-14.5196589399765,"3.41","1.57",227,"79.3",44,"94.7",1991,"6.6",567187,518735,519346,541650,519058,606115,592325,456715,592885,"53.91",,,,,,,,70,1,"Sinker",2,3,2,3,3,2,2,3,"Strategic","Standard",144,"0","-0.04",,,,"0.04","88.0",-1,-1,"0.194","0.194",25,22,25,22,1,3,1,1,3,1,"1.22","0.97","-0.97",
"CU","2019-05-19","80","-1.94","6.12","Truist Park",519346,592314,,"foul",,,,,13,"Eric Thames strikes out swinging.","R","L","R","ATL","MIL","S",,,1,0,2019,"0.14","-0.34","-1.21","2.08",,,,0,2,"Top",,,,,,,1.33432584912309,-116.474892152805,-1.65385963210168,1.05622935060441,18.8559567481162,-35.1904460605557,"3.27","1.59",128,"71",17,"79.3",2307,"5.5",567187,452095,518692,645277,663586,621020,622666,660670,455976,"55.01",,,,,,,,9,2,"Curveball",1,1,1,1,1,1,1,1,"Infield shift","Standard",23,"0","-0.05",,,,"0.05","88.0",0,0,"0.5","0.5",27,32,28,33,1,0,5,1,5,2,"3.97","-0.14","0.14",
"FF","2019-05-19","97.5","-1.53","6.03","Truist Park",455976,605540,,"foul",,,,,5,"Nick Markakis grounds out, second baseman Keston Hiura to first baseman Eric Thames.","R","L","R","ATL","MIL","S",,,0,1,2019,"-0.97","1.21","0.13","2.37",,,,2,1,"Bot",,,,,,,6.60676999099962,-141.548948305356,-6.96782585176522,-14.3790009421511,33.2118867436969,-14.8265792261879,"3.48","1.65",207,"72.9",35,"96.6",2370,"6",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.53",,,,,,,,8,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shade","Standard",219,"0","-0.026",,,,"0.026","88.0",0,0,"0.51","0.51",26,35,26,36,1,0,5,1,7,1,"1.24","0.97","-0.97",
"CH","2019-05-19","85.9","-1.46","5.31","Truist Park",518735,657097,,"foul",,,,,13,"Yasmani Grandal singles on a ground ball to right fielder Nick Markakis.","R","L","R","ATL","MIL","S",,,1,2,2019,"-1.36","0.57","-0.99","2",,,,1,9,"Top",,,,,,,3.78000978333411,-125.088110621103,-2.77221167589579,-14.8232994018587,22.3508608129552,-25.981418903306,"3.26","1.57",,,,"85.5",2349,"5.8",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.74",,,,,,,,59,7,"Changeup",2,2,2,2,2,2,2,2,"Infield shade","Strategic",247,"0","0",,,,"0",,0,0,"0.558","0.442",25,30,26,31,1,3,1,1,2,2,"2.55","1.36","-1.36",
"SI","2019-05-19","94.8","3.22","5","Truist Park",455976,623352,,"foul",,,,,6,"Nick Markakis strikes out swinging.","R","L","L","ATL","MIL","S",,,0,0,2019,"0.91","1.14","0.76","2.4",,,,2,9,"Bot",,,,,,,-8.60054284000358,-138.025093092319,-3.82923186137353,13.7218278466446,28.6053739807019,-16.6136200593247,"3.48","1.65",181,"71.6",26,"96.1",1739,"6.8",567187,518735,519346,541650,519058,606115,592325,456715,592885,"53.66",,,,,,,,65,1,"Sinker",2,2,2,2,2,2,2,2,"Strategic","Standard",141,"0","-0.019",,,,"0.019","88.0",0,0,"0.533","0.533",25,35,25,36,1,3,1,1,3,1,"1.33","0.91","0.91",
"SL","2019-05-19","86","-2.32","5.66","Truist Park",518735,592314,,"foul",,,,,6,"Yasmani Grandal grounds out, second baseman Ozzie Albies to first baseman Freddie Freeman.","R","L","R","ATL","MIL","S",,,0,2,2019,"0.36","0.25","0.63","2.13",,,,2,1,"Top",,,,,,,6.21027190853526,-125.274262071134,-2.7460575782605,2.7924184715971,18.8694298990915,-29.3156978898264,"3.26","1.57",284,"88.7",21,"85.8",2502,"5.6",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.93",,,,,,,,4,3,"Slider",0,1,1,0,1,0,1,0,"Infield shift","Strategic",126,"0","0",,,,"0","88.7",-1,1,"0.433","0.567",27,30,28,31,1,0,5,1,5,2,"2.85","-0.36","0.36",
"SL","2019-05-19","81.6","-1.23","5.41","Truist Park",518735,657097,,"foul",,,,,8,"Yasmani Grandal singles on a ground ball to right fielder Nick Markakis.","R","L","R","ATL","MIL","S",,,1,2,2019,"0.58","-0.67","0.22","1.63",,,,1,9,"Top",,,,,,,2.16201720842343,-118.839315800878,-0.780511815289016,5.05115595997641,18.4368817462612,-38.5410555333545,"3.26","1.57",191,"92.2",13,"81.3",2507,"5.6",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.89",,,,,,,,59,6,"Slider",2,2,2,2,2,2,2,2,"Infield shade","Strategic",41,"0","0",,,,"0","92.2",0,0,"0.558","0.442",25,30,26,31,1,3,1,1,2,2,"4.13","-0.58","0.58",
"FF","2019-05-19","95.2","-1.32","5.4","Truist Park",518735,657097,,"foul",,,,,4,"Yasmani Grandal singles on a ground ball to right fielder Nick Markakis.","R","L","R","ATL","MIL","S",,,1,2,2019,"-1","1.35","-0.64","2.13",,,,1,9,"Top",,,,,,,3.93845159777424,-138.434440994334,-5.87014671401068,-13.4464927722341,29.139681151462,-14.0854488078951,"3.26","1.57",148,"78.7",13,"94.6",2339,"5.8",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.67",,,,,,,,59,5,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Strategic",216,"0","0",,,,"0","88.0",0,0,"0.558","0.442",25,30,26,31,1,3,1,1,2,2,"1.21","1","-1",
"CH","2019-05-19","86.9","-2.2","5.96","Truist Park",518735,592314,,"foul",,,,,7,"Yasmani Grandal grounds out, second baseman Ozzie Albies to first baseman Freddie Freeman.","R","L","R","ATL","MIL","S",,,0,1,2019,"-1","0.8","-0.63","1.62",,,,2,1,"Top",,,,,,,5.74391683321856,-126.34085316864,-5.84721762783699,-11.7371535588707,22.9668177282602,-22.7895927350763,"3.26","1.57",1,"54.6",-57,"86.8",3569,"6",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.46",,,,,,,,4,2,"Changeup",0,1,1,0,1,0,1,0,"Infield shift","Strategic",231,"0","-0.026",,,,"0.026","88.0",-1,1,"0.433","0.567",27,30,28,31,1,0,5,1,5,2,"2.23","1","-1",
"CU","2019-05-19","76.6","-2.02","6.37","Truist Park",518735,592314,,"foul",,,,,1,"Yasmani Grandal grounds out, second baseman Ozzie Albies to first baseman Freddie Freeman.","R","L","R","ATL","MIL","S",,,0,0,2019,"0.51","-0.17","-0.3","3.36",,,,2,1,"Top",,,,,,,2.71191439716476,-111.501455400296,0.812717914345006,3.75758991850109,17.2267726736784,-33.872483959854,"3.26","1.57",184,"66.6",42,"76",2340,"5.5",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.96",,,,,,,,4,1,"Curveball",0,1,1,0,1,0,1,0,"Infield shift","Strategic",72,"0","-0.019",,,,"0.019","88.0",-1,1,"0.433","0.567",27,30,28,31,1,0,5,1,5,2,"4.12","-0.51","0.51",
"SL","2019-05-19","81.8","-1.36","5.37","Truist Park",518735,657097,,"foul",,,,,14,"Yasmani Grandal singles on a ground ball to right fielder Nick Markakis.","R","L","R","ATL","MIL","S",,,1,2,2019,"0.85","-0.67","0.07","1.08",,,,1,9,"Top",,,,,,,1.62217812424476,-119.075186231817,-1.91844633243481,7.59899001598635,20.7565916295949,-38.247769650985,"3.26","1.57",6,"63.3",-18,"80.7",2519,"5.3",567187,452095,518692,645277,663586,621020,622666,660670,455976,"55.16",,,,,,,,59,4,"Slider",2,2,2,2,2,2,2,2,"Standard","Strategic",52,"0","0",,,,"0","88.0",0,0,"0.558","0.442",25,30,26,31,1,3,1,1,2,2,"4.17","-0.85","0.85",
"FF","2019-05-19","91.6","-1.69","5.55","Truist Park",456715,657053,,"foul",,,,,2,"Lorenzo Cain strikes out on a foul tip.","R","R","R","ATL","MIL","S",,,0,0,2019,"-0.46","0.64","-0.15","3.72",,,,1,8,"Top",,,,,,,4.94257665670477,-133.570616571439,-0.270114675667598,-6.49326964433972,24.1038249069612,-24.4795389474859,"3.63","1.73",,,,"93.1",2159,"6.7",567187,452095,518692,645277,663586,621020,622666,660670,455976,"53.79",,,,,,,,52,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Strategic",216,"0","-0.03",,,,"0.03",,0,0,"0.546","0.454",23,33,23,33,1,3,3,1,2,2,"2","0.46","0.46",
"FF","2019-05-19","96.8","-1.63","5.99","Truist Park",660670,605540,,"foul",,,,,3,"Ronald Acuna homers (9) on a fly ball to left field.","R","R","R","ATL","MIL","S",,,2,2,2019,"-0.74","1.14","0.51","2.87",,,,0,1,"Bot",,,,,,,7.31408865644762,-140.710018403217,-5.34300044955722,-11.2424390954007,29.0104688391818,-16.265952007781,"3.44","1.6",229,"77.4",23,"96.6",2188,"6",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.47",,,,,,,,5,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",213,"0","0",,,,"0","88.0",-1,-1,"0.442","0.442",26,21,26,22,1,0,5,1,7,1,"1.31","0.74","0.74",
"FS","2019-05-19","85.2","-1.71","5.5","Truist Park",605540,657053,,"foul",,,,,4,"Brandon Woodruff flies out to center fielder Ronald Acuna.","R","L","R","ATL","MIL","S",,,0,1,2019,"-0.83","0.01","-0.74","2.81",,,,0,8,"Top",,,,,,,3.90227773994473,-124.145982376887,-0.142797796718685,-9.260288655165,20.2784387081868,-32.2843481564145,"3.61","1.74",,,,"85.5",1398,"6",567187,452095,518692,645277,663586,621020,622666,660670,455976,"54.49",,,,,,,,51,2,"Split-Finger",2,2,2,2,2,2,2,2,"Standard","Standard",269,"0","-0.052",,,,"0.052",,0,0,"0.5","0.5",23,26,23,26,1,2,3,5,2,2,"3.12","0.83","-0.83",
"SL","2019-05-19","87.4","-1.76","5.96","Truist Park",660670,605540,,"foul",,,,,2,"Ronald Acuna homers (9) on a fly ball to left field.","R","R","R","ATL","MIL","S",,,2,1,2019,"0.32","0.03","-0.15","3.04",,,,0,1,"Bot",,,,,,,3.20997255974796,-127.478146817847,-1.09638164900298,2.99131129343142,21.151507992787,-31.7982612770728,"3.44","1.6",118,"69.9",15,"87.9",2312,"6",567187,518735,519346,669374,519058,606115,592325,456715,592885,"54.47",,,,,,,,5,4,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",97,"0","-0.073",,,,"0.073","88.0",-1,-1,"0.442","0.442",26,21,26,22,1,0,5,1,7,1,"2.92","-0.32","-0.32",
"SI","2019-05-19","96.6","3.24","5.08","Truist Park",621020,623352,,"foul",,,,,6,"Dansby Swanson lines out to center fielder Lorenzo Cain.","R","R","L","ATL","MIL","S",,,1,1,2019,"0.79","1.09","0.52","2.38",,,,0,9,"Bot",,,,,,,-9.16685436546084,-140.611594787025,-4.29592859669277,12.4813790700684,26.3086849708286,-16.5795031870106,"3.47","1.62",208,"74.7",56,"98.4",1981,"6.9",567187,518735,519346,541650,519058,606115,592325,456715,592885,"53.59",,,,,,,,63,3,"Sinker",2,2,2,2,2,2,2,2,"Standard","Standard",144,"0","-0.061",,,,"0.061","88.0",0,0,"0.634","0.634",25,25,25,25,1,3,1,1,3,2,"1.27","0.79","-0.79",
